id,salario,idade,emprestimo,aprovado
1.0,1.4539339314851303,1.365380054347906,1.2028194204846914,0.0
2.0,-0.7621755455355362,0.5426593248707264,0.6964269502960218,0.0
3.0,0.8368207330749313,1.6741710131810983,1.1747114688630178,0.0
4.0,-0.18307006098430073,0.3641356664076188,0.5449799947864366,0.0
5.0,1.50956319426216,-1.6864754088263183,1.4207648047234505,1.0
6.0,-1.426230499125999,1.2487327819126133,-1.4546411464871172,0.0
7.0,0.21635235253994295,-1.065668412062211,0.41982260163272805,0.0
8.0,-1.4544319474829879,-0.6061152553900466,-0.4839200150241695,1.0
9.0,-0.32652312467829203,1.0996784617461066,0.10229607038973287,0.0
10.0,-1.4142349892134112,-0.0869017243277021,-0.9968767321156129,0.0
11.0,1.3125846503092333,-1.1509272911105337,-0.030657306291291285,0.0
12.0,0.9848145042834586,1.4751973617652308,1.5797799720349053,0.0
13.0,1.0974674172812975,-1.0999429814402333,0.47588249617464096,0.0
14.0,-1.2611831354340903,1.5585905962849833,0.10359746894003913,0.0
15.0,1.2379163383796858,-0.13028948283507674,-0.8519867736182268,0.0
16.0,0.360973168118483,5.363171019262163e-16,-0.15341089470556124,0.0
17.0,-0.12448349079329189,-0.10213717337377505,-0.16712117294622317,0.0
18.0,-0.1363862032902298,1.5036066521077733,-0.3831746463262721,0.0
19.0,-1.7307600456856422,1.5671798252891027,-0.4226850397675793,0.0
20.0,0.9464496817151011,-1.120998168790305,0.171167988176179,0.0
21.0,-1.5591156497477818,-0.6918751010778769,-1.0826378002248986,0.0
22.0,-0.9170015408985012,5.363171019262163e-16,-0.06579168449793964,0.0
23.0,-1.5361776298413226,0.5773666104214837,-1.3866123756644166,0.0
24.0,-1.220841327201823,0.8335190147853009,0.169330390099593,0.0
25.0,1.3943126046791956,0.5972893271684836,0.33530903986146643,0.0
26.0,0.14801842048812133,-1.0488659104397644,0.3011556173069197,0.0
27.0,1.2536311145790318,5.363171019262163e-16,1.6917934745155851,0.0
28.0,0.027638546211143547,1.1255733061379418,0.6347048618158099,0.0
29.0,0.9834850303266068,5.363171019262163e-16,-0.7757032370318457,0.0
30.0,0.9433450924397854,1.0252624311850538,2.1108567814013792,0.0
31.0,0.2232290498781893,5.363171019262163e-16,0.5621059154965973,0.0
32.0,-1.5224244603105321,5.363171019262163e-16,-0.5197182913179087,0.0
33.0,1.5305236847412658,-0.2110262361245698,-0.07326511809971464,0.0
34.0,0.9464143354664005,-0.17105231299836937,0.9285742727173872,0.0
35.0,0.8555185263760423,-0.32121835845871644,-0.8920392194897669,0.0
36.0,-1.3294677516376443,-1.5292927883819092,-1.3476835258140851,0.0
37.0,-1.3530380123582395,1.30258092808853,-0.7669748623297977,0.0
38.0,-0.8983967847891432,0.7017598904643468,-0.03864637191465921,0.0
39.0,1.0884410068901333,-1.6671382203891179,-1.1415219932505876,0.0
40.0,-1.3093204695315994,-0.6228343651053699,-0.3135096002892207,1.0
41.0,1.4612088262159193,-0.6061798098255679,0.8510733989106974,0.0
42.0,0.9394746005844238,1.6389410132584241,-0.09084233001020235,0.0
43.0,1.2018721680924982,0.6123484370439422,-0.026756415611128827,0.0
44.0,-1.462683755079188,-1.1831756835476883,-0.07138778182524075,1.0
45.0,1.57235960776873,0.4826336116963377,0.4224522220865599,0.0
46.0,-0.25176648329660306,-1.720765753434823,-1.0704535885657227,0.0
47.0,-0.23980238405343607,0.4772618546915004,0.14709088017219937,0.0
48.0,-0.06645865423749457,0.6914693634024612,-0.8638220624943982,0.0
49.0,-1.1809677919440378,1.283235574752909,-0.8721518729934475,0.0
50.0,1.6125095398486207,0.4061227196137341,-0.9151464910616032,0.0
51.0,-0.6532131256921508,-0.3939333868385186,0.7114109985534695,0.0
52.0,0.8563130882963362,-0.8817295649934784,-0.36128481351747893,0.0
53.0,-1.0926478706998906,1.0591030709732543,-0.8863085352959497,0.0
54.0,0.4416289347919252,0.5123096480343868,0.8913243342353737,0.0
55.0,-1.4256175899553203,0.6369502088974887,-1.3718080398702948,0.0
56.0,0.16967585719141673,0.6921855001760325,0.3630729147691474,0.0
57.0,-1.6116617779274567,-1.3196967116336213,-0.026076708721275554,1.0
58.0,-1.0896740146708364,-0.6762377571380132,-0.4496492558241378,0.0
59.0,0.4756227674350598,-1.516396652257374,-0.6737296487360064,0.0
60.0,0.7851932554189723,-0.3079505157376046,0.4936701194734951,0.0
61.0,-0.5355697705556198,0.9674533335274282,-0.7602757663386942,0.0
62.0,-0.5535115351753003,0.5295989279664163,-0.7883742865178521,0.0
63.0,-0.9550478066907405,1.5923321327996482,0.2321124204980958,0.0
64.0,-0.8799918735267726,-0.48705906225313306,-1.102409767955248,0.0
65.0,1.6579925598072014,-1.1941056789869404,-0.12079744878899593,0.0
66.0,-0.3288060435161285,0.04524933290255117,0.16603973365799699,0.0
